ID	Assembly_ID	Diversity Set: 447	Selection Set: 369	Population group in Selection analyses	See KING_relatives_allchr if not 0	Sex	Y chr haplogroup	Population	location	Country_of_origin	Continent_region_of_origin	Subregion	Language group	comment	x (rounded for privacy reasons)	y (rounded for privacy reasons)	sample_type	CG_metrics	Unusual_metrics_Junctions	Unusual_metrics_MEIs	Unusual_metrics_SVs	Unusual_metrics_RepeatRegionSNPs	Unusual_metrics_CNVs	publication	dbSNP_version	CG-software version	CG-software format version	ID_chipdata	ID_chipdata_from_data	ID_chipdata_chip_duplicate or pedigree ID for estonians	CG_Sample_ID	Deliverable_ID	Assembly_ID	diversity and selection	approximate #  makers on chip	Illumina bead chip version
Evk40	GS000020006-ASM	0	1	C Siberia	0	female		Evenks	"Krasnoyarsk Krai, Nidym"	Russia	Siberia	Central Siberia	Altaic/Tungusic/Northern	"Russia, Krasnoyarsk Krai, Nidym"	64.1	99.9	blood	Unusal_metrics	1	1	1	1	0	this study	137	2.4.0.37	2.4	Evk40	Evk40		GS02091-DNA_B04	GS000027545-DID	GS000020006-ASM	TRUE	730 000	HumanOmniExpress
Evk35	GS000020005-ASM	0	1	C Siberia	0	female		Evenks	"Krasnoyarsk Krai, Nidym"	Russia	Siberia	Central Siberia	Altaic/Tungusic/Northern	"Russia, Krasnoyarsk Krai, Nidym"	64.1	99.9	blood	Unusal_metrics	1	1	1	1	0	this study	137	2.4.0.37	2.4	Evk35	Evk35		GS02091-DNA_A04	GS000027544-DID	GS000020005-ASM	TRUE	730 000	HumanOmniExpress
Evk14	GS000020004-ASM	0	1	C Siberia	0	male	C3c1a	Evenks	"Krasnoyarsk Krai, Essey"	Russia	Siberia	Central Siberia	Altaic/Tungusic/Northern	"Russia, Krasnoyarsk Krai, Essey"	68.5	102.2	blood	Unusal_metrics	1	1	1	1	0	this study	137	2.4.0.37	2.4	Evk14	Evk14		GS02091-DNA_E03	GS000027540-DID	GS000020004-ASM	TRUE	730 000	HumanOmniExpress
Evk16	GS000020363-ASM	0	1	C Siberia	0	female		Evenks	"Krasnoyarsk Krai, Chirinda"	Russia	Siberia	Central Siberia	Altaic/Tungusic/Northern	"Russia, Krasnoyarsk Krai, Chirinda"	67.5	100.4	blood	Unusal_metrics	1	1	1	1	1	this study	137	2.4.0.37	2.4	Evk16	Evk16		GS02091-DNA_F03	GS000027541-DID	GS000020363-ASM	TRUE	730 000	HumanOmniExpress
Evk55	GS000020108-ASM	0	1	C Siberia	0	male	N2a1a	Evenks	"Krasnoyarsk Krai, Kislokan"	Russia	Siberia	Central Siberia	Altaic/Tungusic/Northern	"Russia, Krasnoyarsk Krai, Kislokan"	63.6	104	blood	Unusal_metrics	1	1	1	1	0	this study	137	2.4.0.37	2.4	Evk55	Evk55		GS02091-DNA_D04	GS000027547-DID	GS000020108-ASM	TRUE	730 000	HumanOmniExpress
Evk41	GS000020107-ASM	0	1	C Siberia	0	female		Evenks	"Krasnoyarsk Krai, Kuyumba"	Russia	Siberia	Central Siberia	Altaic/Tungusic/Northern	"Russia, Krasnoyarsk Krai, Kuyumba"	61	97	blood	Unusal_metrics	1	1	1	1	0	this study	137	2.4.0.37	2.4	Evk41	Evk41		GS02091-DNA_C04	GS000027546-DID	GS000020107-ASM	TRUE	730 000	HumanOmniExpress
Evk62	GS000020109-ASM	0	1	C Siberia	0	female		Evenks	"Krasnoyarsk Krai, Baykit"	Russia	Siberia	Central Siberia	Altaic/Tungusic/Northern	"Russia, Krasnoyarsk Krai, Baykit"	61.7	96.4	blood	Unusal_metrics	1	1	1	1	0	this study	137	2.4.0.37	2.4	Evk62	Evk62		GS02091-DNA_E04	GS000027548-DID	GS000020109-ASM	TRUE	730 000	HumanOmniExpress
Evk22	GS000020489-ASM	0	1	C Siberia	0	female		Evenks	"Krasnoyarsk Krai, Tura"	Russia	Siberia	Central Siberia	Altaic/Tungusic/Northern	"Russia, Krasnoyarsk Krai, Tura"	64.3	100.2	blood	Unusal_metrics	1	1	1	1	0	this study	137	2.4.0.37	2.4	Evk22	Evk22		GS02091-DNA_G03	GS000027542-DID	GS000020489-ASM	TRUE	730 000	HumanOmniExpress
Evk1	GS000022096-ASM	0	1	C Siberia	0	female		Evenks	"Krasnoyarsk Krai, Kuyumba"	Russia	Siberia	Central Siberia	Altaic/Tungusic/Northern	"Russia, Krasnoyarsk Krai, Kuyumba"	61	97	blood	Unusal_metrics	1	1	1	1	0	this study	137	2.4.0.43	2.4	Evk1	Evk1		GS02078-DNA_H04	GS000032392-DID	GS000022096-ASM	TRUE	730 000	HumanOmniExpress
Evnk3	GS000022097-ASM	1	1	C Siberia	0	female		Evenks	"Krasnoyarsk Krai, Tutonchany"	Russia	Siberia	Central Siberia	Altaic/Tungusic/Northern	"Russia, Krasnoyarsk Krai, Tutonchany"	64.2	93.8	blood	normal						this study	137	2.4.0.43	2.4	Evk20	Evk20		GS02078-DNA_A05	GS000032393-DID	GS000022097-ASM	TRUE	730 000	HumanOmniExpress
EvenM1	GS000020129-ASM	1	1	C Siberia	0	male	C3c1a	Evens_Magadan	"Magadanskaya oblast, Severo-Evensky District, Gizhiga"	Russia	Siberia	Central Siberia	Altaic/Tungusic/Northern	"Russia, Magadanskaya oblast, Severo-Evensky District, Gizhiga"	62	160.4	blood	normal						this study	137	2.4.0.37	2.4	EvnG329	EvnG329		GS02091-DNA_A09	GS000027584-DID	GS000020129-ASM	TRUE	730 000	HumanOmniExpress
Evn31	GS000020110-ASM	0	1	C Siberia	0	male	N3a3a	Evens_Magadan	"Magadanskaya oblast, Arman'"	Russia	Siberia	Central Siberia	Altaic/Tungusic/Northern	"Russia, Magadanskaya oblast, Arman'"	59.7	150.1	blood	Unusal_metrics	1	1	1	1	0	this study	137	2.4.0.37	2.4	Evn31	Evn31		GS02091-DNA_C05	GS000027554-DID	GS000020110-ASM	TRUE	730 000	HumanOmniExpress
Evn21	GS000034297-ASM	0	1	C Siberia	0	male	C3c1a	Evens_Magadan	"Magadanskaya oblast, Gadlya"	Russia	Siberia	Central Siberia	Altaic/Tungusic/Northern	"Russia, Magadanskaya oblast, Gadlya"	59.7	151.3	blood	Unusal_metrics	1	1	1	1	0	this study	137	2.4.0.43	2.4	Evn21	Evn21		GS02078-DNA_A02	GS000032369-DID	GS000034297-ASM	TRUE	730 000	HumanOmniExpress
EvenM2	GS000022293-ASM	1	1	C Siberia	0	male	C3c1a	Evens_Magadan	"Magadanskaya oblast, Severo-Evensky District, Gizhiga"	Russia	Siberia	Central Siberia	Altaic/Tungusic/Northern	"Russia, Magadanskaya oblast, Severo-Evensky District, Gizhiga"	62	160.4	blood	normal						this study	137	2.4.0.43	2.4	Evn32	Evn32		GS02078-DNA_C02	GS000032371-DID	GS000022293-ASM	TRUE	730 000	HumanOmniExpress
EvenM3	GS000022292-ASM	1	1	C Siberia	0	male	C3c1a	Evens_Magadan	"Magadanskaya oblast, Severo-Evensky District, Garmanda"	Russia	Siberia	Central Siberia	Altaic/Tungusic/Northern	"Russia, Magadanskaya oblast, Severo-Evensky District, Garmanda"	62.2	159.1	blood	normal						this study	137	2.4.0.43	2.4	EvnG223	EvnG223		GS02078-DNA_D02	GS000032372-DID	GS000022292-ASM	TRUE	730 000	HumanOmniExpress
EvenS1	GS000016165-ASM	1	1	C Siberia	0	male	C3c1a	Evens_Sakha	Sakha_Sebjan-Kjuel	Russia	Siberia	Central Siberia	Altaic/Tungusic/Northern	"_._____-_____, _________ ____"	65.3	130	blood	normal						this study	135	2.2.0.26	2.2	evenAA7404_1m	evenAA7404_1m		GS01562-DNA_C03	GS000020377-DID	GS000016165-ASM	TRUE	1 000 000	HumanOmni1-Quad
EvenS2	GS000016166-ASM	1	1	C Siberia	0	male	N3a2	Evens_Sakha	Sakha_Tomtor	Russia	Siberia	Central Siberia	Altaic/Tungusic/Northern	___________ _. ______	63.3	143.2	blood	normal						this study	135	2.2.0.26	2.2	evenAA7432_1m	evenAA7432_1m		GS01562-DNA_D03	GS000020378-DID	GS000016166-ASM	TRUE	1 000 000	HumanOmni1-Quad
EvenS3	GS000016167-ASM	1	1	C Siberia	0	male	N2a1	Evens_Sakha	Sakha_Khandyga	Russia	Siberia	Central Siberia	Altaic/Tungusic/Northern	__________ ____ _. _______	62.7	135.5	blood	normal						this study	135	2.2.0.26	2.2	even23_1m	even23_1m		GS01562-DNA_E03	GS000020379-DID	GS000016167-ASM	TRUE	1 000 000	HumanOmni1-Quad
NenetF1	GS000014337-ASM	1	1	W Siberia	1	female		Forest-Nenets	Tarko-Sale	Russia	Siberia	West Siberia	Uralic/Samoyed	Yamalo-Nenets Autonomous Okrug; 3rd degree relative with forNenets_27	64.9	77.8	blood	normal						this study	135	2.2.0.26	2.2	forNenets_tin028_1m	forNenets_tin028_1m		GS01567-DNA_E04	GS000018385-DID	GS000014337-ASM	TRUE	1 000 000	HumanOmni1-Quad
NenetF2	GS000013714-ASM	1	1	W Siberia	0	female		Forest-Nenets	Tarko-Sale	Russia	Siberia	West Siberia	Uralic/Samoyed	Yamalo-Nenets Autonomous Okrug	64.9	77.8	blood	normal						this study	135	2.2.0.26	2.2	forNenets_tin029_1m	forNenets_tin029_1m		GS01567-DNA_F04	GS000018386-DID	GS000013714-ASM	TRUE	1 000 000	HumanOmni1-Quad
NenetF3	GS000015879-ASM	1	1	W Siberia	1	male	N2a1a	Forest-Nenets	Tarko-Sale	Russia	Siberia	West Siberia	Uralic/Samoyed	Yamalo-Nenets Autonomous Okrug; 3rd degree relative with forNenets_28	64.9	77.8	blood	normal						this study	135	2.2.0.26	2.2	forNenets_tin027_1m	forNenets_tin027_1m		GS01562-DNA_D02	GS000020370-DID	GS000015879-ASM	TRUE	1 000 000	HumanOmni1-Quad
Ket1	GS000013717-ASM	1	1	W Siberia	0	male	Q1c	Kets	Kellog	Russia	Siberia	West Siberia	Yeniseian	"Turukhansky rayon, Krasnoyarsky krai  ( The place of field work - Kellog )"	62.5	86.3	blood	normal						this study	135	2.2.0.26	2.2	keto018_1m	keto018_1m		GS01567-DNA_B05	GS000018390-DID	GS000013717-ASM	TRUE	1 000 000	HumanOmni1-Quad
Ket2	GS000015393-ASM	1	1	W Siberia	0	male	Q1c	Kets	Kellog	Russia	Siberia	West Siberia	Yeniseian	"Turukhansky rayon, Krasnoyarsky krai  ( The place of field work - Kellog )"	62.5	86.3	blood	normal						this study	135	2.2.0.26	2.2	keto019_1m	keto019_1m		GS01567-DNA_C05	GS000018391-DID	GS000015393-ASM	TRUE	1 000 000	HumanOmni1-Quad
Ket3	GS000035128-ASM	1	1	W Siberia	0	female		Kets	Kellog	Russia	Siberia	West Siberia	Yeniseian	"Kellog settlement on the Eloguj river, Turukhansky rayon, Krasnoyarsky kraj"	62.5	86.3	blood	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS01548-DNA_F11	GS000035527-DID	GS000035128-ASM	TRUE		
Khant1	GS000016164-ASM	1	1	W Siberia	0	female		Khantys	Lophari	Russia	Siberia	West Siberia	Uralic/FennoUgric/Ugrian	"Shuryshkarsky rayon, Krasnyarsky krai"	65	65.8	blood	normal						this study	135	2.2.0.26	2.2	khantShur117_1m	hant2	khantShur117_1m	GS01562-DNA_B03	GS000020376-DID	GS000016164-ASM	TRUE	1 000 000	HumanOmni1-Quad
Khant2	GS000016906-ASM	1	1	W Siberia	0	female		Khantys		Russia	Siberia	West Siberia	Uralic/FennoUgric/Ugrian	approximate	61	69.1	blood	normal						this study	135	2.2.0.26	2.2	khanty_V32243	khanty_V32243		GS01565-DNA_D08	GS000021483-DID	GS000016906-ASM	TRUE	1 000 000	HumanOmni1-Quad
Khant3	GS000035697-ASM	1	1	W Siberia	0	female		Khantys	Khanty-Mansiysk	Russia	Siberia	West Siberia	Uralic/FennoUgric/Ugrian		61	69	blood	Unusal_metrics	1	1	1	1	1	this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS01548-DNA_B02	GS000035451-DID	GS000035697-ASM	TRUE		
koryak33	GS000016168-ASM	0	1	NE Siberia	0	male	C3c2	Koryaks		Russia	Siberia	Northeast Siberia	Chukotko-Kamchatkan		59.1	159.9	blood	Unusal_metrics	1	1	1	1	0	Clemente et al. 2014 AJHG	135	2.2.0.26	2.2	koryak33_1m	koryak33_1m		GS01562-DNA_F03	GS000020380-DID	GS000016168-ASM	TRUE	1 000 000	HumanOmni1-Quad
koryak42	GS000016169-ASM	0	1	NE Siberia	0	male	C3c2	Koryaks		Russia	Siberia	Northeast Siberia	Chukotko-Kamchatkan		59.1	159.9	blood	Unusal_metrics	1	1	1	0	0	Clemente et al. 2014 AJHG	135	2.2.0.26	2.2	koryak42_1m	koryak42_1m		GS01562-DNA_G03	GS000020381-DID	GS000016169-ASM	TRUE	1 000 000	HumanOmni1-Quad
Krk123	GS000019994-ASM	0	1	NE Siberia	0	female		Koryaks	"Magadanskaya oblast, Severo-Evensky District, Evensk"	Russia	Siberia	Northeast Siberia	Chukotko-Kamchatkan	"Russia, Magadanskaya oblast, Severo-Evensky District, Evensk"	61.9	159.2	blood	Unusal_metrics	1	1	1	1	0	Clemente et al. 2014 AJHG	137	2.4.0.37	2.4	Krk123	Krk123		GS02091-DNA_C01	GS000027522-DID	GS000019994-ASM	TRUE	730 000	HumanOmniExpress
Krk129	GS000019996-ASM	0	1	NE Siberia	0	female		Koryaks	"Magadanskaya oblast, Severo-Evensky District, Evensk"	Russia	Siberia	Northeast Siberia	Chukotko-Kamchatkan	"Russia, Magadanskaya oblast, Severo-Evensky District, Evensk"	61.9	159.2	blood	normal						Clemente et al. 2014 AJHG	137	2.4.0.37	2.4	Krk129	Krk129		GS02091-DNA_F01	GS000027525-DID	GS000019996-ASM	TRUE	730 000	HumanOmniExpress
Krk116	GS000019992-ASM	1	1	NE Siberia	0	male	C3i	Koryaks	"Magadanskaya oblast, Severo-Evensky District, Paren"	Russia	Siberia	Northeast Siberia	Chukotko-Kamchatkan	"Russia, Magadanskaya oblast, Severo-Evensky District, Paren"	63.1	162.1	blood	normal						Clemente et al. 2014 AJHG	137	2.4.0.37	2.4	Krk116	Krk116		GS02091-DNA_A01	GS000027520-DID	GS000019992-ASM	TRUE	730 000	HumanOmniExpress
Krk119	GS000019993-ASM	0	1	NE Siberia	0	male	C3c2	Koryaks	"Magadanskaya oblast, Severo-Evensky District, Evensk"	Russia	Siberia	Northeast Siberia	Chukotko-Kamchatkan	"Russia, Magadanskaya oblast, Severo-Evensky District, Evensk"	61.9	159.2	blood	normal						Clemente et al. 2014 AJHG	137	2.4.0.37	2.4	Krk119	Krk119		GS02091-DNA_B01	GS000027521-DID	GS000019993-ASM	TRUE	730 000	HumanOmniExpress
Krk124	GS000019995-ASM	1	1	NE Siberia	0	female		Koryaks	"Magadanskaya oblast, Severo-Evensky District, Evensk"	Russia	Siberia	Northeast Siberia	Chukotko-Kamchatkan	"Russia, Magadanskaya oblast, Severo-Evensky District, Evensk"	61.9	159.2	blood	normal						Clemente et al. 2014 AJHG	137	2.4.0.37	2.4	Krk124	Krk124		GS02091-DNA_D01	GS000027523-DID	GS000019995-ASM	TRUE	730 000	HumanOmniExpress
Krk127	GS000022442-ASM	1	1	NE Siberia	0	female		Koryaks	"Magadanskaya oblast, Severo-Evensky District, Evensk"	Russia	Siberia	Northeast Siberia	Chukotko-Kamchatkan	"Russia, Magadanskaya oblast, Severo-Evensky District, Evensk"	61.9	159.2	blood	normal						Clemente et al. 2014 AJHG	137	2.4.0.43	2.4	Krk127	Krk127		GS02079-DNA_H01	GS000027524-DID	GS000022442-ASM	TRUE	730 000	HumanOmniExpress
KrkG11	GS000022067-ASM	0	1	NE Siberia	0	male	Q2b	Koryaks	"Magadanskaya oblast, Severo-Evensky District, Evensk"	Russia	Siberia	Northeast Siberia	Chukotko-Kamchatkan	"Russia, Magadanskaya oblast, Severo-Evensky District, Evensk"	61.9	159.2	blood	normal						Clemente et al. 2014 AJHG	137	2.4.0.43	2.4	KrkG11	KrkG11		GS02078-DNA_A01	GS000032361-DID	GS000022067-ASM	TRUE	730 000	HumanOmniExpress
KrkG14	GS000034970-ASM	0	1	NE Siberia	0	male	Q2b	Koryaks	"Magadanskaya oblast, Severo-Evensky District, Evensk"	Russia	Siberia	Northeast Siberia	Chukotko-Kamchatkan	"Russia, Magadanskaya oblast, Severo-Evensky District, Evensk"	61.9	159.2	blood	normal						Clemente et al. 2014 AJHG	137	2.4.0.43	2.4	KrkG14	KrkG14		GS02078-DNA_C01	GS000032363-DID	GS000034970-ASM	TRUE	730 000	HumanOmniExpress
KrkG152	GS000022068-ASM	1	1	NE Siberia	0	male	N3a5	Koryaks	"Magadanskaya oblast, Severo-Evensky District, Gizhiga"	Russia	Siberia	Northeast Siberia	Chukotko-Kamchatkan	"Russia, Magadanskaya oblast, Severo-Evensky District, Gizhiga"	62	160.4	blood	normal						Clemente et al. 2014 AJHG	137	2.4.0.43	2.4	KrkG152	KrkG152		GS02078-DNA_D01	GS000032364-DID	GS000022068-ASM	TRUE	730 000	HumanOmniExpress
KrkG233	GS000022069-ASM	0	1	NE Siberia	0	male	N3a5	Koryaks	"Magadanskaya oblast, Severo-Evensky District, Gizhiga"	Russia	Siberia	Northeast Siberia	Chukotko-Kamchatkan	"Russia, Magadanskaya oblast, Severo-Evensky District, Gizhiga"	62	160.4	blood	normal						Clemente et al. 2014 AJHG	137	2.4.0.43	2.4	KrkG233	KrkG233		GS02078-DNA_E01	GS000032365-DID	GS000022069-ASM	TRUE	730 000	HumanOmniExpress
KrkG294	GS000033948-ASM	0	1	NE Siberia	0	male	N3a5	Koryaks	"Magadanskaya oblast, Severo-Evensky District, Evensk"	Russia	Siberia	Northeast Siberia	Chukotko-Kamchatkan	"Russia, Magadanskaya oblast, Severo-Evensky District, Evensk"	61.9	159.2	blood	Unusal_metrics	1	1	1	1	0	Clemente et al. 2014 AJHG	137	2.4.0.43	2.4	KrkG294	KrkG294		GS02078-DNA_F01	GS000032366-DID	GS000033948-ASM	TRUE	730 000	HumanOmniExpress
KrkG3	GS000022071-ASM	1	1	NE Siberia	0	male	C3g	Koryaks	"Magadanskaya oblast, Severo-Evensky District, Evensk"	Russia	Siberia	Northeast Siberia	Chukotko-Kamchatkan	"Russia, Magadanskaya oblast, Severo-Evensky District, Evensk"	61.9	159.2	blood	normal						Clemente et al. 2014 AJHG	137	2.4.0.43	2.4	KrkG3	KrkG3		GS02078-DNA_G01	GS000032367-DID	GS000022071-ASM	TRUE	730 000	HumanOmniExpress
KrkG13	GS000034185-ASM	0	1	NE Siberia	0	male	Q2b	Koryaks	"Magadanskaya oblast, Severo-Evensky District, Evensk"	Russia	Siberia	Northeast Siberia	Chukotko-Kamchatkan	"Russia, Magadanskaya oblast, Severo-Evensky District, Evensk"	61.9	159.2	blood	Unusal_metrics	1	1	1	1	0	Clemente et al. 2014 AJHG	137	2.4.0.43	2.4	KrkG13	KrkG13		GS02078-DNA_B01	GS000032362-DID	GS000034185-ASM	TRUE	730 000	HumanOmniExpress
KrkG55	GS000022072-ASM	0	1	NE Siberia	0	male	Q2b	Koryaks	"Magadanskaya oblast, Severo-Evensky District, Evensk"	Russia	Siberia	Northeast Siberia	Chukotko-Kamchatkan	"Russia, Magadanskaya oblast, Severo-Evensky District, Evensk"	61.9	159.2	blood	normal						Clemente et al. 2014 AJHG	137	2.4.0.43	2.4	KrkG55	KrkG55		GS02078-DNA_H01	GS000032368-DID	GS000022072-ASM	TRUE	730 000	HumanOmniExpress
Mans1	GS000016184-ASM	1	1	W Siberia	0	female		Mansis	Khanty-Mansiysk	Russia	Siberia	West Siberia	Uralic/FennoUgric/Ugrian		61	69	blood	normal						this study	135	2.2.0.26	2.2	Mansi19	Mansi19	Mansi19a	GS01562-DNA_H05	GS000020398-DID	GS000016184-ASM	TRUE	660 000	Human660W-Quad v1.0
Mans2	GS000016185-ASM	1	1	W Siberia	0	female		Mansis	Khanty-Mansiysk	Russia	Siberia	West Siberia	Uralic/FennoUgric/Ugrian		61	69	blood	normal						this study	135	2.2.0.26	2.2	Mansi80	Mansi80		GS01562-DNA_A06	GS000020399-DID	GS000016185-ASM	TRUE	660 000	Human660W-Quad v1.0
Mans3	GS000035019-ASM	1	0		0	female		Mansis	Khanty-Mansiysk	Russia	Siberia	West Siberia	Uralic/FennoUgric/Ugrian		61	69	blood	normal						this study	137	2.4.0.43	2.4	Mansi2	Mansi2		GS01548-DNA_E01	GS000035446-DID	GS000035019-ASM	TRUE	660 000	Human660W-Quad v1.0
Mong1	GS000016190-ASM	1	1	S Siberia & Mongolia	0	male	N3a5	Mongolians	Dundgobi_Saintsagaan	Mongolia	Siberia	South Siberia	Altaic/Mongolic/Central	Halha	45.7	106.3	blood	normal						this study	135	2.2.0.26	2.2	MON414_mongol_Halha	MON414_mongol_Halha		GS01562-DNA_H06	GS000020405-DID	GS000016190-ASM	TRUE	1 000 000	HumanOmni1-Quad
Mong2	GS000035116-ASM	1	1	S Siberia & Mongolia	0	male	N3a5	Mongolians	Ömnögovi	Mongolia	Siberia	South Siberia	Altaic/Mongolic/Central	Khalkh Umnigob	43.5	104.3	blood	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS01548-DNA_H05	GS000035481-DID	GS000035116-ASM	TRUE		
Mong3	GS000035117-ASM	1	1	S Siberia & Mongolia	0	male	C3c1a	Mongolians	Khovd	Mongolia	Siberia	South Siberia	Altaic/Mongolic/Central	Zakhchin	48	91.6	blood	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS01548-DNA_A06	GS000035482-DID	GS000035117-ASM	TRUE		
Mong4	GS000035234-ASM	1	1	S Siberia & Mongolia	0	male	R1b13	Mongolians	Zavkhan	Mongolia	Siberia	South Siberia	Altaic/Mongolic/Central	Khalkh	48.2	96.1	blood	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS01548-DNA_G07	GS000035496-DID	GS000035234-ASM	TRUE		
Mong5	GS000035235-ASM	1	1	S Siberia & Mongolia	0	male	N2a1a	Mongolians	Arkhangai	Mongolia	Siberia	South Siberia	Altaic/Mongolic/Central	Khalkh	47.9	100.8	blood	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS01548-DNA_H07	GS000035497-DID	GS000035235-ASM	TRUE		
Mong6	GS000035236-ASM	1	1	S Siberia & Mongolia	0	male	N3a5	Mongolians	Selenge	Mongolia	Siberia	South Siberia	Altaic/Mongolic/Central	Khalkh	50	106.5	blood	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS01548-DNA_A08	GS000035498-DID	GS000035236-ASM	TRUE		
Ngan1	GS000016159-ASM	1	1	C Siberia	0	female		Nganasans	Dudinka	Russia	Siberia	North Siberia	Uralic/Samoyed	"Taymirsky okrug, Krasnoyarsky kray"	69.4	86.2	blood	normal						this study	135	2.2.0.26	2.2	nganassanDu90_1m	nganassanDu90_1m		GS01562-DNA_E02	GS000020371-DID	GS000016159-ASM	TRUE	1 000 000	HumanOmni1-Quad
Ngan2	GS000016160-ASM	1	1	C Siberia	0	female		Nganasans	Volot_anka	Russia	Siberia	North Siberia	Uralic/Samoyed	"Taymirsky okrug, Krasnoyarsky kray"	71	94.6	blood	normal						this study	135	2.2.0.26	2.2	nganassanVo32_1m	nganassanVo32_1m		GS01562-DNA_F02	GS000020372-DID	GS000016160-ASM	TRUE	1 000 000	HumanOmni1-Quad
YakS1	GS000014402-ASM	1	1	C Siberia	0	female		Sakha	Sakha republic	Russia	Siberia	Central Siberia	Altaic/Turkic/Siberian/Northern	average coordinates of parents	68.4	119	blood	normal						this study	135	2.2.0.26	2.2	yakut1_1m	yakut1_1m		GS01567-DNA_G03	GS000018379-DID	GS000014402-ASM	TRUE	1 000 000	HumanOmni1-Quad
YakS4	GS000013709-ASM	1	1	C Siberia	0	female		Sakha	Sakha republic	Russia	Siberia	Central Siberia	Altaic/Turkic/Siberian/Northern	average coordinates of parents	64.5	117.5	blood	normal						this study	135	2.2.0.26	2.2	yakut4_1m	yakut4_1m		GS01567-DNA_A04	GS000018381-DID	GS000013709-ASM	TRUE	1 000 000	HumanOmni1-Quad
YakS8	GS000014333-ASM	1	1	C Siberia	0	male	N3a2	Sakha	Sakha republic	Russia	Siberia	Central Siberia	Altaic/Turkic/Siberian/Northern	average coordinates of parents	62.3	132	blood	normal						this study	135	2.2.0.26	2.2	yakut8_1m	yakut8_1m		GS01567-DNA_H03	GS000018380-DID	GS000014333-ASM	TRUE	1 000 000	HumanOmni1-Quad
YakK1	GS000020111-ASM	1	1	C Siberia	0	female		Sakha	"Krasnoyarsk Krai, Chirinda"	Russia	Siberia	Central Siberia	Altaic/Turkic/Siberian/Northern	"Russia, Krasnoyarsk Krai, Chirinda"	67.5	100.4	blood	normal						this study	137	2.4.0.37	2.4	Yak6	Yak6		GS02091-DNA_D05	GS000027555-DID	GS000020111-ASM	TRUE	730 000	HumanOmniExpress
YakK2	GS000020112-ASM	0	1	C Siberia	0	female		Sakha	"Krasnoyarsk Krai, Essey"	Russia	Siberia	Central Siberia	Altaic/Turkic/Siberian/Northern	"Russia, Krasnoyarsk Krai, Essey"	68.5	102.2	blood	Unusal_metrics	1	1	1	1	0	this study	137	2.4.0.37	2.4	Yak61	Yak61		GS02091-DNA_H05	GS000027559-DID	GS000020112-ASM	TRUE	730 000	HumanOmniExpress
YakK3	GS000020490-ASM	1	1	C Siberia	0	male	N3a2	Sakha	"Krasnoyarsk Krai, Essey"	Russia	Siberia	Central Siberia	Altaic/Turkic/Siberian/Northern	"Russia, Krasnoyarsk Krai, Essey"	68.5	102.2	blood	Unusal_metrics	1	1	1	1	0	this study	137	2.4.0.37	2.4	Yak9	Yak9		GS02091-DNA_F05	GS000027557-DID	GS000020490-ASM	TRUE	730 000	HumanOmniExpress
YakK4	GS000022441-ASM	1	1	C Siberia	0	male	N2a1a	Sakha	"Krasnoyarsk Krai, Ekonda"	Russia	Siberia	Central Siberia	Altaic/Turkic/Siberian/Northern	"Russia, Krasnoyarsk Krai, Ekonda"	65.8	105.3	blood	normal						this study	137	2.4.0.43	2.4	Yak8	Yak8		GS02079-DNA_G01	GS000032374-DID	GS000022441-ASM	TRUE	730 000	HumanOmniExpress
Selkp1	GS000015392-ASM	1	1	W Siberia	0	female		Selkups	Tolka	Russia	Siberia	West Siberia	Uralic/Samoyed	Krasnosel`kup Region of Yamalo-Nenetsky District	64	82	blood	normal						this study	135	2.2.0.26	2.2	selkupTK07_1m	selkupTK07_1m		GS01567-DNA_G04	GS000018387-DID	GS000015392-ASM	TRUE	1 000 000	HumanOmni1-Quad
Selkp2	GS000013715-ASM	1	1	W Siberia	0	female		Selkups	Tolka	Russia	Siberia	West Siberia	Uralic/Samoyed	Krasnosel`kup Region of Yamalo-Nenetsky District	64	82	blood	normal						this study	135	2.2.0.26	2.2	selkupTK30_1m	selkupTK30_1m		GS01567-DNA_H04	GS000018388-DID	GS000013715-ASM	TRUE	1 000 000	HumanOmni1-Quad
Selkp3	GS000013716-ASM	1	1	W Siberia	0	male	Q1c	Selkups	Farkovo	Russia	Siberia	West Siberia	Uralic/Samoyed	"Turukhansky rayon, Krasnoyarsky kray"	65.7	87	blood	normal						this study	135	2.2.0.26	2.2	selkupFar093_1m	selkupFar093_1m		GS01567-DNA_A05	GS000018389-DID	GS000013716-ASM	TRUE	1 000 000	HumanOmni1-Quad
