sample	accession	center	platform	layout	library	description	fastq_r1	fastq_r2
CGG2014160	190409_A00706_0010_AHGNFYDSXX_ESW_KAQL_CGG2014160_E1_L1_S15_L001	CGG	ILLUMINA	PAIRED	CGG2014160	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014160_E1_L1_S15_L001_R1_001.fastq.gz	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014160_E1_L1_S15_L001_R2_001.fastq.gz
CGG2014160	190409_A00706_0010_AHGNFYDSXX_ESW_KAQL_CGG2014160_E1_L1_S15_L002	CGG	ILLUMINA	PAIRED	CGG2014160	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014160_E1_L1_S15_L002_R1_001.fastq.gz	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014160_E1_L1_S15_L002_R2_001.fastq.gz
CGG2014211	190409_A00706_0010_AHGNFYDSXX_ESW_KAQL_CGG2014211_E1_L1_S16_L001	CGG	ILLUMINA	PAIRED	CGG2014211	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014211_E1_L1_S16_L001_R1_001.fastq.gz	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014211_E1_L1_S16_L001_R2_001.fastq.gz
CGG2014211	190409_A00706_0010_AHGNFYDSXX_ESW_KAQL_CGG2014211_E1_L1_S16_L002	CGG	ILLUMINA	PAIRED	CGG2014211	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014211_E1_L1_S16_L002_R1_001.fastq.gz	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014211_E1_L1_S16_L002_R2_001.fastq.gz
CGG2014216	190409_A00706_0010_AHGNFYDSXX_ESW_KAQL_CGG2014216_E1_L1_S17_L001	CGG	ILLUMINA	PAIRED	CGG2014216	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014216_E1_L1_S17_L001_R1_001.fastq.gz	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014216_E1_L1_S17_L001_R2_001.fastq.gz
CGG2014216	190409_A00706_0010_AHGNFYDSXX_ESW_KAQL_CGG2014216_E1_L1_S17_L002	CGG	ILLUMINA	PAIRED	CGG2014216	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014216_E1_L1_S17_L002_R1_001.fastq.gz	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014216_E1_L1_S17_L002_R2_001.fastq.gz
CGG2014226	190409_A00706_0010_AHGNFYDSXX_ESW_KAQL_CGG2014226_E1_L1_S18_L001	CGG	ILLUMINA	PAIRED	CGG2014226	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014226_E1_L1_S18_L001_R1_001.fastq.gz	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014226_E1_L1_S18_L001_R2_001.fastq.gz
CGG2014226	190409_A00706_0010_AHGNFYDSXX_ESW_KAQL_CGG2014226_E1_L1_S18_L002	CGG	ILLUMINA	PAIRED	CGG2014226	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014226_E1_L1_S18_L002_R1_001.fastq.gz	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014226_E1_L1_S18_L002_R2_001.fastq.gz
CGG2014233	190409_A00706_0010_AHGNFYDSXX_ESW_KAQL_CGG2014233_E1_L1_S19_L001	CGG	ILLUMINA	PAIRED	CGG2014233	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014233_E1_L1_S19_L001_R1_001.fastq.gz	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014233_E1_L1_S19_L001_R2_001.fastq.gz
CGG2014233	190409_A00706_0010_AHGNFYDSXX_ESW_KAQL_CGG2014233_E1_L1_S19_L002	CGG	ILLUMINA	PAIRED	CGG2014233	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014233_E1_L1_S19_L002_R1_001.fastq.gz	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014233_E1_L1_S19_L002_R2_001.fastq.gz
CGG2014236	190409_A00706_0010_AHGNFYDSXX_ESW_KAQL_CGG2014236_E1_L1_S20_L001	CGG	ILLUMINA	PAIRED	CGG2014236	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014236_E1_L1_S20_L001_R1_001.fastq.gz	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014236_E1_L1_S20_L001_R2_001.fastq.gz
CGG2014236	190409_A00706_0010_AHGNFYDSXX_ESW_KAQL_CGG2014236_E1_L1_S20_L002	CGG	ILLUMINA	PAIRED	CGG2014236	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014236_E1_L1_S20_L002_R1_001.fastq.gz	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014236_E1_L1_S20_L002_R2_001.fastq.gz
CGG2014304	190409_A00706_0010_AHGNFYDSXX_ESW_KAQL_CGG2014304_E1_L1_S21_L001	CGG	ILLUMINA	PAIRED	CGG2014304	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014304_E1_L1_S21_L001_R1_001.fastq.gz	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014304_E1_L1_S21_L001_R2_001.fastq.gz
CGG2014304	190409_A00706_0010_AHGNFYDSXX_ESW_KAQL_CGG2014304_E1_L1_S21_L002	CGG	ILLUMINA	PAIRED	CGG2014304	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014304_E1_L1_S21_L002_R1_001.fastq.gz	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014304_E1_L1_S21_L002_R2_001.fastq.gz
CGG2014305	190409_A00706_0010_AHGNFYDSXX_ESW_KAQL_CGG2014305_E1_L1_S22_L001	CGG	ILLUMINA	PAIRED	CGG2014305	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014305_E1_L1_S22_L001_R1_001.fastq.gz	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014305_E1_L1_S22_L001_R2_001.fastq.gz
CGG2014305	190409_A00706_0010_AHGNFYDSXX_ESW_KAQL_CGG2014305_E1_L1_S22_L002	CGG	ILLUMINA	PAIRED	CGG2014305	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014305_E1_L1_S22_L002_R1_001.fastq.gz	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014305_E1_L1_S22_L002_R2_001.fastq.gz
CGG2014308	190409_A00706_0010_AHGNFYDSXX_ESW_KAQL_CGG2014308_E1_L1_S23_L001	CGG	ILLUMINA	PAIRED	CGG2014308	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014308_E1_L1_S23_L001_R1_001.fastq.gz	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014308_E1_L1_S23_L001_R2_001.fastq.gz
CGG2014308	190409_A00706_0010_AHGNFYDSXX_ESW_KAQL_CGG2014308_E1_L1_S23_L002	CGG	ILLUMINA	PAIRED	CGG2014308	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014308_E1_L1_S23_L002_R1_001.fastq.gz	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014308_E1_L1_S23_L002_R2_001.fastq.gz
CGG2014313	190409_A00706_0010_AHGNFYDSXX_ESW_KAQL_CGG2014313_E1_L1_S24_L001	CGG	ILLUMINA	PAIRED	CGG2014313	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014313_E1_L1_S24_L001_R1_001.fastq.gz	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014313_E1_L1_S24_L001_R2_001.fastq.gz
CGG2014313	190409_A00706_0010_AHGNFYDSXX_ESW_KAQL_CGG2014313_E1_L1_S24_L002	CGG	ILLUMINA	PAIRED	CGG2014313	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014313_E1_L1_S24_L002_R1_001.fastq.gz	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014313_E1_L1_S24_L002_R2_001.fastq.gz
CGG2014319	190409_A00706_0010_AHGNFYDSXX_ESW_KAQL_CGG2014319_E1_L1_S25_L001	CGG	ILLUMINA	PAIRED	CGG2014319	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014319_E1_L1_S25_L001_R1_001.fastq.gz	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014319_E1_L1_S25_L001_R2_001.fastq.gz
CGG2014319	190409_A00706_0010_AHGNFYDSXX_ESW_KAQL_CGG2014319_E1_L1_S25_L002	CGG	ILLUMINA	PAIRED	CGG2014319	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014319_E1_L1_S25_L002_R1_001.fastq.gz	data/source/cgg-afr/fastq/190409_A00706_0010_AHGNFYDSXX/Modern_Africans/ESW_KAQL_CGG2014319_E1_L1_S25_L002_R2_001.fastq.gz
CGG2012300	190722_S4_XP_HK27JDSXX_GN6RJ_CGG2012300_E1_L1_S55_L004	CGG	ILLUMINA	PAIRED	CGG2012300	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2012300E1L1/Files/CGG2012300E1L1_S55_L004_R1_001.fastq.gz	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2012300E1L1/Files/CGG2012300E1L1_S55_L004_R2_001.fastq.gz
CGG2012301	190722_S4_XP_HK27JDSXX_GN6RJ_CGG2012301_E1_L1_S56_L004	CGG	ILLUMINA	PAIRED	CGG2012301	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2012301E1L1/Files/CGG2012301E1L1_S56_L004_R1_001.fastq.gz	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2012301E1L1/Files/CGG2012301E1L1_S56_L004_R2_001.fastq.gz
CGG2012305	190722_S4_XP_HK27JDSXX_GN6RJ_CGG2012305_E1_L1_S57_L004	CGG	ILLUMINA	PAIRED	CGG2012305	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2012305E1L1/Files/CGG2012305E1L1_S57_L004_R1_001.fastq.gz	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2012305E1L1/Files/CGG2012305E1L1_S57_L004_R2_001.fastq.gz
CGG2012412	190722_S4_XP_HK27JDSXX_GN6RJ_CGG2012412_E1_L1_S58_L004	CGG	ILLUMINA	PAIRED	CGG2012412	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2012412E1L1/Files/CGG2012412E1L1_S58_L004_R1_001.fastq.gz	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2012412E1L1/Files/CGG2012412E1L1_S58_L004_R2_001.fastq.gz
CGG2012514	190722_S4_XP_HK27JDSXX_GN6RJ_CGG2012514_E1_L1_S59_L004	CGG	ILLUMINA	PAIRED	CGG2012514	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2012514E1L1/Files/CGG2012514E1L1_S59_L004_R1_001.fastq.gz	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2012514E1L1/Files/CGG2012514E1L1_S59_L004_R2_001.fastq.gz
CGG2012558	190722_S4_XP_HK27JDSXX_GN6RJ_CGG2012558_E1_L1_S60_L004	CGG	ILLUMINA	PAIRED	CGG2012558	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2012558E1L1/Files/CGG2012558E1L1_S60_L004_R1_001.fastq.gz	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2012558E1L1/Files/CGG2012558E1L1_S60_L004_R2_001.fastq.gz
CGG2012561	190722_S4_XP_HK27JDSXX_GN6RJ_CGG2012561_E1_L1_S61_L004	CGG	ILLUMINA	PAIRED	CGG2012561	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2012561E1L1/Files/CGG2012561E1L1_S61_L004_R1_001.fastq.gz	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2012561E1L1/Files/CGG2012561E1L1_S61_L004_R2_001.fastq.gz
CGG2012574	190722_S4_XP_HK27JDSXX_GN6RJ_CGG2012574_E1_L1_S62_L004	CGG	ILLUMINA	PAIRED	CGG2012574	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2012574E1L1/Files/CGG2012574E1L1_S62_L004_R1_001.fastq.gz	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2012574E1L1/Files/CGG2012574E1L1_S62_L004_R2_001.fastq.gz
CGG2012624	190722_S4_XP_HK27JDSXX_GN6RJ_CGG2012624_E1_L1_S63_L004	CGG	ILLUMINA	PAIRED	CGG2012624	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2012624E1L1/Files/CGG2012624E1L1_S63_L004_R1_001.fastq.gz	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2012624E1L1/Files/CGG2012624E1L1_S63_L004_R2_001.fastq.gz
CGG2012644	190722_S4_XP_HK27JDSXX_GN6RJ_CGG2012644_E1_L1_S64_L004	CGG	ILLUMINA	PAIRED	CGG2012644	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2012644E1L1/Files/CGG2012644E1L1_S64_L004_R1_001.fastq.gz	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2012644E1L1/Files/CGG2012644E1L1_S64_L004_R2_001.fastq.gz
CGG2013653	190722_S4_XP_HK27JDSXX_GN6RJ_CGG2013653_E1_L1_S65_L004	CGG	ILLUMINA	PAIRED	CGG2013653	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2013653E1L1/Files/CGG2013653E1L1_S65_L004_R1_001.fastq.gz	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2013653E1L1/Files/CGG2013653E1L1_S65_L004_R2_001.fastq.gz
CGG2013654	190722_S4_XP_HK27JDSXX_GN6RJ_CGG2013654_E1_L1_S66_L004	CGG	ILLUMINA	PAIRED	CGG2013654	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2013654E1L1/Files/CGG2013654E1L1_S66_L004_R1_001.fastq.gz	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2013654E1L1/Files/CGG2013654E1L1_S66_L004_R2_001.fastq.gz
CGG2013657	190722_S4_XP_HK27JDSXX_GN6RJ_CGG2013657_E1_L1_S67_L004	CGG	ILLUMINA	PAIRED	CGG2013657	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2013657E1L1/Files/CGG2013657E1L1_S67_L004_R1_001.fastq.gz	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2013657E1L1/Files/CGG2013657E1L1_S67_L004_R2_001.fastq.gz
CGG2014119	190722_S4_XP_HK27JDSXX_GN6RJ_CGG2014119_E1_L1_S68_L004	CGG	ILLUMINA	PAIRED	CGG2014119	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2014119E1L1/Files/CGG2014119E1L1_S68_L004_R1_001.fastq.gz	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2014119E1L1/Files/CGG2014119E1L1_S68_L004_R2_001.fastq.gz
CGG2014127	190722_S4_XP_HK27JDSXX_GN6RJ_CGG2014127_E1_L1_S69_L004	CGG	ILLUMINA	PAIRED	CGG2014127	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2014127E1L1/Files/CGG2014127E1L1_S69_L004_R1_001.fastq.gz	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2014127E1L1/Files/CGG2014127E1L1_S69_L004_R2_001.fastq.gz
CGG2014133	190722_S4_XP_HK27JDSXX_GN6RJ_CGG2014133_E1_L1_S70_L004	CGG	ILLUMINA	PAIRED	CGG2014133	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2014133E1L1/Files/CGG2014133E1L1_S70_L004_R1_001.fastq.gz	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2014133E1L1/Files/CGG2014133E1L1_S70_L004_R2_001.fastq.gz
CGG2014141	190722_S4_XP_HK27JDSXX_GN6RJ_CGG2014141_E1_L1_S71_L004	CGG	ILLUMINA	PAIRED	CGG2014141	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2014141E1L1/Files/CGG2014141E1L1_S71_L004_R1_001.fastq.gz	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2014141E1L1/Files/CGG2014141E1L1_S71_L004_R2_001.fastq.gz
CGG2014160	190722_S4_XP_HK27JDSXX_GN6RJ_CGG2014160_E1_L1_S72_L004	CGG	ILLUMINA	PAIRED	CGG2014160	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2014160E1L1/Files/CGG2014160E1L1_S72_L004_R1_001.fastq.gz	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2014160E1L1/Files/CGG2014160E1L1_S72_L004_R2_001.fastq.gz
CGG2014211	190722_S4_XP_HK27JDSXX_GN6RJ_CGG2014211_E1_L1_S73_L004	CGG	ILLUMINA	PAIRED	CGG2014211	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2014211E1L1/Files/CGG2014211E1L1_S73_L004_R1_001.fastq.gz	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2014211E1L1/Files/CGG2014211E1L1_S73_L004_R2_001.fastq.gz
CGG2014216	190722_S4_XP_HK27JDSXX_GN6RJ_CGG2014216_E1_L1_S74_L004	CGG	ILLUMINA	PAIRED	CGG2014216	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2014216E1L1/Files/CGG2014216E1L1_S74_L004_R1_001.fastq.gz	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2014216E1L1/Files/CGG2014216E1L1_S74_L004_R2_001.fastq.gz
CGG2014226	190722_S4_XP_HK27JDSXX_GN6RJ_CGG2014226_E1_L1_S75_L004	CGG	ILLUMINA	PAIRED	CGG2014226	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2014226E1L1/Files/CGG2014226E1L1_S75_L004_R1_001.fastq.gz	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2014226E1L1/Files/CGG2014226E1L1_S75_L004_R2_001.fastq.gz
CGG2014233	190722_S4_XP_HK27JDSXX_GN6RJ_CGG2014233_E1_L1_S76_L004	CGG	ILLUMINA	PAIRED	CGG2014233	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2014233E1L1/Files/CGG2014233E1L1_S76_L004_R1_001.fastq.gz	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2014233E1L1/Files/CGG2014233E1L1_S76_L004_R2_001.fastq.gz
CGG2014236	190722_S4_XP_HK27JDSXX_GN6RJ_CGG2014236_E1_L1_S77_L004	CGG	ILLUMINA	PAIRED	CGG2014236	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2014236E1L1/Files/CGG2014236E1L1_S77_L004_R1_001.fastq.gz	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2014236E1L1/Files/CGG2014236E1L1_S77_L004_R2_001.fastq.gz
CGG2014308	190722_S4_XP_HK27JDSXX_GN6RJ_CGG2014308_E1_L1_S78_L004	CGG	ILLUMINA	PAIRED	CGG2014308	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2014308E1L1/Files/CGG2014308E1L1_S78_L004_R1_001.fastq.gz	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2014308E1L1/Files/CGG2014308E1L1_S78_L004_R2_001.fastq.gz
CGG2014313	190722_S4_XP_HK27JDSXX_GN6RJ_CGG2014313_E1_L1_S79_L004	CGG	ILLUMINA	PAIRED	CGG2014313	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2014313E1L1/Files/CGG2014313E1L1_S79_L004_R1_001.fastq.gz	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2014313E1L1/Files/CGG2014313E1L1_S79_L004_R2_001.fastq.gz
CGG2014319	190722_S4_XP_HK27JDSXX_GN6RJ_CGG2014319_E1_L1_S80_L004	CGG	ILLUMINA	PAIRED	CGG2014319	evan.irvingpease@gmail.com	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2014319E1L1/Files/CGG2014319E1L1_S80_L004_R1_001.fastq.gz	data/source/cgg-afr/fastq/190722-S4-XP-HK27JDSXX-GN6RJ/Samples/CGG2014319E1L1/Files/CGG2014319E1L1_S80_L004_R2_001.fastq.gz
