sample	library	sample_accession	source	library_type	population	latitude	longitude	region	sex	coverage	freemix	capmq	insert_size_average	array_non_reference_discordance	library_alias_ENA
HGDP01098	HGDP01098.LP6005441-DNA_F12	ERS1042278	sgdp	PCRfree	Tujia	29	109	EAST_ASIA	F	38.74	0.00060	32	321.3	0.031916	NA
HGDP01099	HGDP01099.11575317	ERS474252	sanger	PCR	Tujia	29	109	EAST_ASIA	M	33.44	0.00425	24	477.8	0.060226	11318108
HGDP01100	HGDP01100.15319808	ERS474253	sanger	PCRfree	Tujia	29	109	EAST_ASIA	M	34.83	0.00856	21	432.8	0.051065	NA
HGDP01101	HGDP01101.15319820	ERS474254	sanger	PCRfree	Tujia	29	109	EAST_ASIA	M	36.11	0.00889	21	437.1	0.049843	NA
HGDP01102	HGDP01102.15319832	ERS474255	sanger	PCRfree	Tujia	29	109	EAST_ASIA	M	33.62	0.01094	20	430.4	0.059031	NA
HGDP01103	HGDP01103.15319844	ERS474256	sanger	PCRfree	Tujia	29	109	EAST_ASIA	M	38.19	0.00832	21	429.7	0.050519	NA
HGDP01104	HGDP01104.15319856	ERS474257	sanger	PCRfree	Tujia	29	109	EAST_ASIA	M	36.52	0.01184	20	421.2	0.058513	NA
HGDP01149	HGDP01149.15678121	ERS474691	sanger	PCRfree	BergamoItalian	46	10	EUROPE	M	38.97	0.00933	20	437.6	NA	NA
HGDP01151	HGDP01151.15678133	ERS474692	sanger	PCRfree	BergamoItalian	46	10	EUROPE	M	37.39	0.00846	21	443.6	0.055913	NA
HGDP01152	HGDP01152.15678145	ERS474693	sanger	PCRfree	BergamoItalian	46	10	EUROPE	M	31.23	0.00852	21	439.1	0.06009	NA
HGDP01153	HGDP01153.LP6005441-DNA_A06	ERS1042183	sgdp	PCRfree	BergamoItalian	46	10	EUROPE	M	68.66	0.00017	37	282.1	0.033151	NA
HGDP01155	HGDP01155.15678062	ERS474695	sanger	PCRfree	BergamoItalian	46	10	EUROPE	M	36.62	0.0059	22	425.8	0.044422	NA
HGDP01156	HGDP01156.15678074	ERS474696	sanger	PCRfree	BergamoItalian	46	10	EUROPE	F	35.49	0.00929	20	454.1	0.045928	NA
HGDP01157	HGDP01157.15678086	ERS474697	sanger	PCRfree	BergamoItalian	46	10	EUROPE	F	39.29	0.00646	22	445.5	0.097072	NA
HGDP01161	HGDP01161.15678146	ERS474703	sanger	PCRfree	Tuscan	43	11	EUROPE	M	31.44	0.00966	20	440.7	0.071859	NA
HGDP01162	HGDP01162.15678063	ERS474704	sanger	PCRfree	Tuscan	43	11	EUROPE	M	59.63	0.00687	22	462.5	0.037563	NA
HGDP01163	HGDP01163.LP6005441-DNA_G12	ERS1042280	sgdp	PCRfree	Tuscan	43	11	EUROPE	M	41.61	0.00122	29	288.8	0.0289	NA
HGDP01164	HGDP01164.15678075	ERS474706	sanger	PCRfree	Tuscan	43	11	EUROPE	M	34.45	0.01368	20	461.7	0.072752	NA
HGDP01166	HGDP01166.15678087	ERS474707	sanger	PCRfree	Tuscan	43	11	EUROPE	M	39.65	0.00696	22	427.5	0.038701	NA
HGDP01167	HGDP01167.15678099	ERS474708	sanger	PCRfree	Tuscan	43	11	EUROPE	M	38.7	0.00495	23	466.4	0.05037	NA
HGDP01168	HGDP01168.LP6005441-DNA_H12	ERS1042279	sgdp	PCRfree	Tuscan	43	11	EUROPE	F	39.07	0.00086	30	316.6	0.033312	NA
HGDP01169	HGDP01169.15678111	ERS474710	sanger	PCRfree	Tuscan	43	11	EUROPE	F	39.04	0.00693	22	438.6	0.039973	NA
HGDP01171	HGDP01171.15678098	ERS474698	sanger	PCRfree	BergamoItalian	46	10	EUROPE	F	34.75	0.00421	24	452.7	0.032724	NA
HGDP01172	HGDP01172.LP6005441-DNA_B06	ERS1042138	sgdp	PCRfree	BergamoItalian	46	10	EUROPE	F	79.65	0.00000	60	282.3	0.036081	NA
HGDP01173	HGDP01173.15678110	ERS474700	sanger	PCRfree	BergamoItalian	46	10	EUROPE	M	34.76	0.01094	20	434	0.072916	NA
HGDP01174	HGDP01174.15678122	ERS474701	sanger	PCRfree	BergamoItalian	46	10	EUROPE	M	38.6	0.00677	22	446	0.04534	NA
HGDP01177	HGDP01177.15678134	ERS474702	sanger	PCRfree	BergamoItalian	46	10	EUROPE	F	37.92	0.00673	22	446.2	0.037446	NA
HGDP01179	HGDP01179.LP6005442-DNA_G01	ERS1255048	sgdp	PCRfree	Yi	28	103	EAST_ASIA	M	42.15	0.00605	22	318.5	0.048518	NA
HGDP01180	HGDP01180.15319842	ERS474229	sanger	PCRfree	Yi	28	103	EAST_ASIA	M	32.11	0.00972	20	432.5	0.062758	NA
HGDP01181	HGDP01181.15319854	ERS474230	sanger	PCRfree	Yi	28	103	EAST_ASIA	M	31.58	0.00995	20	420.4	0.056543	NA
HGDP01182	HGDP01182.15319866	ERS474231	sanger	PCRfree	Yi	28	103	EAST_ASIA	M	34.9	0.01374	20	407.2	0.074367	NA
HGDP01183	HGDP01183.15319783	ERS474232	sanger	PCRfree	Yi	28	103	EAST_ASIA	M	33.27	0.00851	21	431	0.051831	NA
HGDP01184	HGDP01184.15319795	ERS474233	sanger	PCRfree	Yi	28	103	EAST_ASIA	M	27.8	0.00735	21	432.1	0.06311	NA
HGDP01185	HGDP01185.15319807	ERS474234	sanger	PCRfree	Yi	28	103	EAST_ASIA	M	33.67	0.00831	21	430.2	0.055969	NA
HGDP01186	HGDP01186.15319819	ERS474235	sanger	PCRfree	Yi	28	103	EAST_ASIA	M	30.71	0.0088	21	443.4	0.055493	NA
HGDP01187	HGDP01187.15319831	ERS474236	sanger	PCRfree	Yi	28	103	EAST_ASIA	M	32.39	0.01017	20	437.2	0.063663	NA
HGDP01188	HGDP01188.LP6005442-DNA_H01	ERS1255057	sgdp	PCRfree	Yi	28	103	EAST_ASIA	F	40.01	0.00386	24	333.4	0.043316	NA
HGDP01189	HGDP01189.11575257	ERS474238	sanger	PCR	Miao	28	109	EAST_ASIA	M	32.13	0.00039	34	435.6	0.045639	11318103
HGDP01190	HGDP01190.11575269	ERS474239	sanger	PCR	Miao	28	109	EAST_ASIA	M	34.91	0.00052	33	460.5	0.043081	11318104
HGDP01191	HGDP01191.LP6005441-DNA_C08	ERS1042124	sgdp	PCRfree	Miao	28	109	EAST_ASIA	M	35.03	0.00011	39	334.4	0.034419	NA
HGDP01192	HGDP01192.11575281	ERS474241	sanger	PCR	Miao	28	109	EAST_ASIA	M	32.6	0.0006	32	465	0.047007	11318105
HGDP01193	HGDP01193.15319843	ERS474242	sanger	PCRfree	Miao	28	109	EAST_ASIA	M	33.94	0.00814	21	412.7	0.054668	NA
HGDP01194	HGDP01194.15319855	ERS474243	sanger	PCRfree	Miao	28	109	EAST_ASIA	M	34.23	0.01176	20	436.2	0.063012	NA
HGDP01195	HGDP01195.15319867	ERS474244	sanger	PCRfree	Miao	28	109	EAST_ASIA	M	32.18	0.01695	20	413.6	0.110062	NA
HGDP01196	HGDP01196.15319784	ERS474245	sanger	PCRfree	Miao	28	109	EAST_ASIA	F	33.5	0.00841	21	429.2	0.053929	NA
HGDP01197	HGDP01197.15319796	ERS474246	sanger	PCRfree	Miao	28	109	EAST_ASIA	F	31.78	0.00737	21	435.8	0.052716	NA
HGDP01198	HGDP01198.LP6005441-DNA_D08	ERS1042162	sgdp	PCRfree	Miao	28	109	EAST_ASIA	F	36.79	0.00011	39	309.8	0.031305	NA
HGDP01199	HGDP01199.LP6005441-DNA_E07	ERS1042266	sgdp	PCRfree	Mandenka	12	-12	AFRICA	M	33.49	0.00007	41	314.1	0.099288	NA
HGDP01200	HGDP01200.11144840	ERS474140	sanger	PCR	Mandenka	12	-12	AFRICA	M	32.01	0.00094	30	528.2	0.108166	11140683
HGDP01201	HGDP01201.11144852	ERS474141	sanger	PCR	Mandenka	12	-12	AFRICA	F	29.71	0.00137	29	500.1	0.111741	11140684
HGDP01202	HGDP01202.11144864	ERS474142	sanger	PCR	Mandenka	12	-12	AFRICA	M	36.06	0.00057	32	542.1	0.098805	11140685
HGDP01203	HGDP01203.LP6005441-DNA_E09	ERS1042272	sgdp	PCRfree	Oroqen	50.4	126.5	EAST_ASIA	M	38.43	0.00021	36	324.8	0.036488	NA
HGDP01204	HGDP01204.15362724	ERS474307	sanger	PCRfree	Oroqen	50.4	126.5	EAST_ASIA	M	36.43	0.00995	20	452.1	0.04151	NA
HGDP01205	HGDP01205.15362736	ERS474308	sanger	PCRfree	Oroqen	50.4	126.5	EAST_ASIA	M	31.85	0.00822	21	463.8	0.065662	NA
HGDP01206	HGDP01206.15362748	ERS474309	sanger	PCRfree	Oroqen	50.4	126.5	EAST_ASIA	M	35.73	0.00873	21	456.8	0.048805	NA
HGDP01207	HGDP01207.15362760	ERS474310	sanger	PCRfree	Oroqen	50.4	126.5	EAST_ASIA	M	30.28	0.0161	20	455.9	0.118563	NA
HGDP01208	HGDP01208.15362677	ERS474311	sanger	PCRfree	Oroqen	50.4	126.5	EAST_ASIA	M	30.95	0.00802	21	455.2	0.040159	NA
HGDP01209	HGDP01209.15362689	ERS474312	sanger	PCRfree	Oroqen	50.4	126.5	EAST_ASIA	F	55.41	0.01006	20	547	0.032048	NA
HGDP01211	HGDP01211.LP6005441-DNA_F09	ERS1042273	sgdp	PCRfree	Oroqen	50.4	126.5	EAST_ASIA	F	39.81	0.00000	60	338.3	0.034632	NA
HGDP01212	HGDP01212.15362701	ERS474314	sanger	PCRfree	Oroqen	50.4	126.5	EAST_ASIA	F	29.13	0.00961	20	465.5	0.052792	NA
HGDP01213	HGDP01213.11575306	ERS474296	sanger	PCR	Daur	48.5	124	EAST_ASIA	M	33.55	0.0005	33	482.4	0.047789	11318115
HGDP01214	HGDP01214.11575318	ERS474297	sanger	PCR	Daur	48.5	124	EAST_ASIA	M	35.02	0.00067	32	496.1	0.044087	11318116
HGDP01215	HGDP01215.LP6005441-DNA_F04	ERS1042139	sgdp	PCRfree	Daur	48.5	124	EAST_ASIA	F	45.4	0.00008	40	299.9	0.030677	NA
HGDP01216	HGDP01216.11575330	ERS474299	sanger	PCR	Daur	48.5	124	EAST_ASIA	M	35.24	0.00049	33	471.9	0.041911	11318117
HGDP01217	HGDP01217.16736288	ERS474300	sanger	PCRfree	Daur	48.5	124	EAST_ASIA	M	38.62	8e-05	41	422.8	0.032379	NA
HGDP01218	HGDP01218.15362759	ERS474301	sanger	PCRfree	Daur	48.5	124	EAST_ASIA	M	30.57	0.01403	20	455.7	0.085331	NA
HGDP01220	HGDP01220.15362688	ERS474303	sanger	PCRfree	Daur	48.5	124	EAST_ASIA	M	31.15	0.00777	21	457.8	0.073888	NA
HGDP01221	HGDP01221.15362700	ERS474304	sanger	PCRfree	Daur	48.5	124	EAST_ASIA	M	31.54	0.00959	20	463.6	0.066532	NA
HGDP01222	HGDP01222.15362712	ERS474305	sanger	PCRfree	Daur	48.5	124	EAST_ASIA	F	30.33	0.01035	20	485.3	0.060828	NA
HGDP01223	HGDP01223.LP6005441-DNA_F08	ERS1042271	sgdp	PCRfree	Mongolian	48.5	119	EAST_ASIA	F	44.33	0.00007	41	319.2	0.033822	NA
HGDP01224	HGDP01224.11575270	ERS474287	sanger	PCR	Mongolian	48.5	119	EAST_ASIA	M	29.74	0.00038	34	474.7	0.053106	11318112
HGDP01225	HGDP01225.11575282	ERS474288	sanger	PCR	Mongolian	48.5	119	EAST_ASIA	M	33.37	0.00043	34	499	0.047004	11318113
HGDP01227	HGDP01227.15362699	ERS474290	sanger	PCRfree	Mongolian	48.5	119	EAST_ASIA	M	32.74	0.00981	20	460.9	0.05655	NA
HGDP01228	HGDP01228.LP6005441-DNA_E08	ERS1042270	sgdp	PCRfree	Mongolian	48.5	119	EAST_ASIA	M	39.26	0.00045	33	313.4	0.02953	NA
HGDP01229	HGDP01229.15362711	ERS474292	sanger	PCRfree	Mongolian	48.5	119	EAST_ASIA	M	32.96	0.01019	20	452.8	0.057888	NA
HGDP01230	HGDP01230.15362723	ERS474293	sanger	PCRfree	Mongolian	48.5	119	EAST_ASIA	M	36.14	0.00923	20	463.3	0.043615	NA
HGDP01231	HGDP01231.15362735	ERS474294	sanger	PCRfree	Mongolian	48.5	119	EAST_ASIA	F	30.93	0.00779	21	438.5	0.05525	NA
HGDP01232	HGDP01232.15362747	ERS474295	sanger	PCRfree	Mongolian	48.5	119	EAST_ASIA	F	34.41	0.01141	20	454.4	0.050916	NA
HGDP01233	HGDP01233.15362710	ERS474277	sanger	PCRfree	Hezhen	47.5	133.5	EAST_ASIA	M	32.33	0.01091	20	437.2	NA	NA
HGDP01234	HGDP01234.15362722	ERS474278	sanger	PCRfree	Hezhen	47.5	133.5	EAST_ASIA	F	37.68	0.008	21	463.8	0.040661	NA
HGDP01236	HGDP01236.15362734	ERS474279	sanger	PCRfree	Hezhen	47.5	133.5	EAST_ASIA	M	32.52	0.00821	21	458.1	0.056854	NA
HGDP01237	HGDP01237.15362746	ERS474280	sanger	PCRfree	Hezhen	47.5	133.5	EAST_ASIA	M	38.05	0.0101	20	461	0.051617	NA
HGDP01238	HGDP01238.15362758	ERS474281	sanger	PCRfree	Hezhen	47.5	133.5	EAST_ASIA	F	31.29	0.01228	20	442.9	0.059768	NA
HGDP01239	HGDP01239.15362675	ERS474282	sanger	PCRfree	Hezhen	47.5	133.5	EAST_ASIA	M	30.99	0.01018	20	460.8	0.057852	NA
HGDP01240	HGDP01240.LP6005441-DNA_G05	ERS1042253	sgdp	PCRfree	Hezhen	47.5	133.5	EAST_ASIA	M	44.23	0.00008	40	308.4	0.027937	NA
HGDP01241	HGDP01241.15362687	ERS474284	sanger	PCRfree	Hezhen	47.5	133.5	EAST_ASIA	M	32.61	0.00864	21	456.7	0.051767	NA
HGDP01242	HGDP01242.LP6005441-DNA_H05	ERS1042254	sgdp	PCRfree	Hezhen	47.5	133.5	EAST_ASIA	F	39.89	0.00012	39	291.4	0.026881	NA
HGDP01243	HGDP01243.11575329	ERS474268	sanger	PCR	Xibo	43.5	81.5	EAST_ASIA	M	33.72	0.00062	32	501.2	0.040379	11318109
HGDP01244	HGDP01244.11575341	ERS474269	sanger	PCR	Xibo	43.5	81.5	EAST_ASIA	M	28.33	0.00048	33	477.7	0.05515	11318110
HGDP01245	HGDP01245.11575258	ERS474270	sanger	PCR	Xibo	43.5	81.5	EAST_ASIA	M	29.68	0.00061	32	499.8	0.051629	11318111
HGDP01246	HGDP01246.LP6005443-DNA_C02	ERS1255081	sgdp	PCRfree	Xibo	43.5	81.5	EAST_ASIA	M	51.99	0.00006	42	314	0.02865	NA
HGDP01247	HGDP01247.15319869	ERS474272	sanger	PCRfree	Xibo	43.5	81.5	EAST_ASIA	M	33.75	0.01262	20	423	0.07086	NA
HGDP01248	HGDP01248.15362674	ERS474273	sanger	PCRfree	Xibo	43.5	81.5	EAST_ASIA	M	38.4	0.00961	20	479.9	0.038001	NA
HGDP01249	HGDP01249.15362686	ERS474274	sanger	PCRfree	Xibo	43.5	81.5	EAST_ASIA	M	32.86	0.00857	21	437.9	0.058376	NA
HGDP01250	HGDP01250.LP6005442-DNA_D01	ERS1042282	sgdp	PCRfree	Xibo	43.5	81.5	EAST_ASIA	M	36.2	0.00028	35	328.6	0.02684	NA
HGDP01251	HGDP01251.15362698	ERS474276	sanger	PCRfree	Xibo	43.5	81.5	EAST_ASIA	F	32.16	0.01091	20	458.2	0.050214	NA
HGDP01253	HGDP01253.LP6005441-DNA_G08	ERS1042227	sgdp	PCRfree	Mozabite	32	3	MIDDLE_EAST	M	37.91	0.00038	34	321	0.051628	NA
HGDP01254	HGDP01254.15775164	ERS474873	sanger	PCRfree	Mozabite	32	3	MIDDLE_EAST	F	36.87	0.00892	20	419.8	0.062951	NA
HGDP01255	HGDP01255.11575324	ERS474874	sanger	PCR	Mozabite	32	3	MIDDLE_EAST	M	35.92	0.00052	33	499	0.046529	11318165
HGDP01256	HGDP01256.11575336	ERS474875	sanger	PCR	Mozabite	32	3	MIDDLE_EAST	M	28.87	0.00021	37	373.6	0.062937	11318166
HGDP01257	HGDP01257.11575348	ERS474876	sanger	PCR	Mozabite	32	3	MIDDLE_EAST	M	29.99	0.00026	36	485.2	0.059523	11318167
HGDP01258	HGDP01258.15947650	ERS1063420	sanger	PCRfree	Mozabite	32	3	MIDDLE_EAST	M	34.38	0.00628	22	443.5	0.063712	NA
HGDP01259	HGDP01259.15775176	ERS474878	sanger	PCRfree	Mozabite	32	3	MIDDLE_EAST	M	38.39	0.00987	20	433.8	0.061022	NA
HGDP01260	HGDP01260.15775188	ERS474879	sanger	PCRfree	Mozabite	32	3	MIDDLE_EAST	M	31.9	0.01346	20	426.7	0.095803	NA
HGDP01261	HGDP01261.15775105	ERS474880	sanger	PCRfree	Mozabite	32	3	MIDDLE_EAST	M	33.8	0.00731	21	439.3	0.072741	NA
HGDP01262	HGDP01262.15947667	ERS1063421	sanger	PCRfree	Mozabite	32	3	MIDDLE_EAST	M	36.58	0.00688	22	447	0.063952	NA
HGDP01263	HGDP01263.15947680	ERS1063422	sanger	PCRfree	Mozabite	32	3	MIDDLE_EAST	M	40.95	0.00733	21	421.1	0.050883	NA
HGDP01264	HGDP01264.15775117	ERS474883	sanger	PCRfree	Mozabite	32	3	MIDDLE_EAST	M	33.63	0.00579	22	450.7	0.062577	NA
HGDP01265	HGDP01265.15775129	ERS474884	sanger	PCRfree	Mozabite	32	3	MIDDLE_EAST	M	33.08	0.00856	21	450.9	0.074662	NA
HGDP01266	HGDP01266.15775141	ERS474885	sanger	PCRfree	Mozabite	32	3	MIDDLE_EAST	M	35.94	0.00835	21	445.5	0.063309	NA
HGDP01267	HGDP01267.15775153	ERS474886	sanger	PCRfree	Mozabite	32	3	MIDDLE_EAST	F	34.73	0.0093	20	422.5	0.057663	NA
HGDP01268	HGDP01268.15775165	ERS474887	sanger	PCRfree	Mozabite	32	3	MIDDLE_EAST	M	32.15	0.00786	21	415.1	0.080191	NA
HGDP01269	HGDP01269.15775177	ERS474888	sanger	PCRfree	Mozabite	32	3	MIDDLE_EAST	M	33.39	0.00675	22	454.1	0.073545	NA
HGDP01270	HGDP01270.15775189	ERS474889	sanger	PCRfree	Mozabite	32	3	MIDDLE_EAST	F	32.32	0.01204	20	444.5	0.109372	NA
HGDP01271	HGDP01271.15947614	ERS474890	sanger	PCRfree	Mozabite	32	3	MIDDLE_EAST	M	44.38	0.00645	22	410.5	0.074619	NA
HGDP01272	HGDP01272.15947634	ERS474891	sanger	PCRfree	Mozabite	32	3	MIDDLE_EAST	M	34.46	0.00804	21	429.4	0.070441	NA
HGDP01274	HGDP01274.LP6005441-DNA_H08	ERS1042228	sgdp	PCRfree	Mozabite	32	3	MIDDLE_EAST	F	39.48	0.00000	60	310.2	0.052916	NA
HGDP01275	HGDP01275.15947653	ERS474894	sanger	PCRfree	Mozabite	32	3	MIDDLE_EAST	F	41.83	0.00642	22	406.4	0.045642	NA
HGDP01276	HGDP01276.15947669	ERS474895	sanger	PCRfree	Mozabite	32	3	MIDDLE_EAST	F	42.38	0.00774	21	420	0.049479	NA
HGDP01277	HGDP01277.15947682	ERS474896	sanger	PCRfree	Mozabite	32	3	MIDDLE_EAST	F	40.53	0.00641	22	421.2	0.045149	NA
HGDP01279	HGDP01279.15947694	ERS474898	sanger	PCRfree	Mozabite	32	3	MIDDLE_EAST	M	38.06	0.00627	22	407.5	0.055949	NA
HGDP01280	HGDP01280.15947716	ERS1063425	sanger	PCRfree	Mozabite	32	3	MIDDLE_EAST	F	41.29	0.01109	20	437.1	0.05419	NA
HGDP01282	HGDP01282.15947706	ERS474900	sanger	PCRfree	Mozabite	32	3	MIDDLE_EAST	M	41.14	0.00934	20	421.1	0.055609	NA
HGDP01283	HGDP01283.11144876	ERS474143	sanger	PCR	Mandenka	12	-12	AFRICA	M	35.99	0.00023	36	515.8	0.089297	11140686
HGDP01284	HGDP01284_meyer2012	NA	meyer2012	PCR	Mandenka	12	-12	AFRICA	M	26.05	0.00691	21	259.4	0.154398	NA
HGDP01285	HGDP01285.11144888	ERS474145	sanger	PCR	Mandenka	12	-12	AFRICA	M	36.44	0.00027	36	504.2	0.095585	11140687
HGDP01286	HGDP01286.SS6004470	ERS1358124	sgdp	PCR	Mandenka	12	-12	AFRICA	M	38.29	0.00298	25	338	0.090549	NA
HGDP01287	HGDP01287.15319826	ERS474181	sanger	PCRfree	NorthernHan	34.7	107.8	EAST_ASIA	F	33.24	0.00973	20	433.4	0.041662	NA
HGDP01288	HGDP01288.15319838	ERS474182	sanger	PCRfree	NorthernHan	34.7	107.8	EAST_ASIA	M	35.59	0.00954	20	441.1	0.051553	NA
HGDP01289	HGDP01289.15319850	ERS474183	sanger	PCRfree	NorthernHan	34.7	107.8	EAST_ASIA	M	33.05	0.00855	21	431.5	0.050973	NA
HGDP01290	HGDP01290.15319862	ERS474184	sanger	PCRfree	NorthernHan	34.7	107.8	EAST_ASIA	M	30.89	0.01472	20	427.1	0.098584	NA
HGDP01291	HGDP01291.15319779	ERS474185	sanger	PCRfree	NorthernHan	34.7	107.8	EAST_ASIA	F	37.96	0.00891	21	422.6	0.043933	NA
HGDP01292	HGDP01292.15319791	ERS474186	sanger	PCRfree	NorthernHan	34.7	107.8	EAST_ASIA	M	32.13	0.01416	20	435.7	0.106362	NA
HGDP01293	HGDP01293.15319803	ERS474187	sanger	PCRfree	NorthernHan	34.7	107.8	EAST_ASIA	M	32.43	0.01151	20	432.3	0.056437	NA
HGDP01294	HGDP01294.15319815	ERS474188	sanger	PCRfree	NorthernHan	34.7	107.8	EAST_ASIA	M	34.89	0.00709	21	417.5	0.045636	NA
HGDP01295	HGDP01295.15319827	ERS474189	sanger	PCRfree	NorthernHan	34.7	107.8	EAST_ASIA	M	34.52	0.00919	20	433.1	0.049008	NA
HGDP01296	HGDP01296.15319839	ERS474190	sanger	PCRfree	NorthernHan	34.7	107.8	EAST_ASIA	M	31.96	0.00961	20	431.8	0.071487	NA
HGDP01297	HGDP01297.LP6005443-DNA_B02	ERS1255072	sgdp	PCRfree	Uygur	44	81	CENTRAL_SOUTH_ASIA	M	50.94	0.00002	46	301.2	0.025496	NA
HGDP01298	HGDP01298.11575319	ERS474380	sanger	PCR	Uygur	44	81	CENTRAL_SOUTH_ASIA	M	33.72	0.00119	29	453	0.043755	11318124
HGDP01299	HGDP01299.11575331	ERS474381	sanger	PCR	Uygur	44	81	CENTRAL_SOUTH_ASIA	M	34.68	0.00053	33	457.6	0.039634	11318125
HGDP01300	HGDP01300.11575343	ERS474382	sanger	PCR	Uygur	44	81	CENTRAL_SOUTH_ASIA	M	35.67	0.00038	34	504.1	0.04026	11318126
HGDP01301	HGDP01301.15947730	ERS1063426	sanger	PCRfree	Uygur	44	81	CENTRAL_SOUTH_ASIA	M	31.49	0.01168	20	438.7	0.075485	NA
HGDP01302	HGDP01302.15947632	ERS1063427	sanger	PCRfree	Uygur	44	81	CENTRAL_SOUTH_ASIA	M	37.1	0.0058	22	434.3	0.042434	NA
HGDP01303	HGDP01303.15362719	ERS474385	sanger	PCRfree	Uygur	44	81	CENTRAL_SOUTH_ASIA	M	28.83	0.01083	20	458.7	0.084522	NA
HGDP01304	HGDP01304.15362731	ERS474386	sanger	PCRfree	Uygur	44	81	CENTRAL_SOUTH_ASIA	M	31.93	0.01056	20	456.8	0.069459	NA
HGDP01305	HGDP01305.15362743	ERS474387	sanger	PCRfree	Uygur	44	81	CENTRAL_SOUTH_ASIA	F	32.03	0.00914	20	456.6	0.051935	NA
HGDP01306	HGDP01306.LP6005442-DNA_B01	ERS1042281	sgdp	PCRfree	Uygur	44	81	CENTRAL_SOUTH_ASIA	F	38.28	0.00083	30	304.5	0.031546	NA
HGDP01307	HGDP01307_meyer2012	NA	meyer2012	PCR	Dai	21	100	EAST_ASIA	M	30.43	0.00292	25	251.3	0.065958	NA
HGDP01308	HGDP01308.SS6004467	ERS1358148	sgdp	PCR	Dai	21	100	EAST_ASIA	M	38.86	0.00051	32	319.4	0.036216	NA
HGDP01309	HGDP01309.15947647	ERS813229	sanger	PCRfree	Dai	21	100	EAST_ASIA	M	33.45	0.00565	22	419.5	0.053832	NA
HGDP01310	HGDP01310.15319851	ERS474194	sanger	PCRfree	Dai	21	100	EAST_ASIA	M	34.32	0.0102	20	429.5	0.064261	NA
HGDP01311	HGDP01311.15319863	ERS474195	sanger	PCRfree	Dai	21	100	EAST_ASIA	M	30.67	0.01558	20	421.9	0.109013	NA
HGDP01312	HGDP01312.LP6005443-DNA_B01	ERS1255071	sgdp	PCRfree	Dai	21	100	EAST_ASIA	M	40.38	0.00033	34	308.4	0.035682	NA
HGDP01313	HGDP01313.15319780	ERS474197	sanger	PCRfree	Dai	21	100	EAST_ASIA	M	32.25	0.00806	21	435.7	0.163491	NA
HGDP01314	HGDP01314.LP6005592-DNA_D03	ERS1358104	sgdp	PCRfree	Dai	21	100	EAST_ASIA	F	48.91	0.00005	43	293.4	0.066129	NA
HGDP01315	HGDP01315.LP6005441-DNA_D04	ERS1042174	sgdp	PCRfree	Dai	21	100	EAST_ASIA	F	38.12	0.00003	45	286.7	0.029356	NA
HGDP01317	HGDP01317.15319804	ERS474201	sanger	PCRfree	Lahu	22	100	EAST_ASIA	M	31.39	0.0075	21	425.4	0.055554	NA
HGDP01318	HGDP01318.15319816	ERS474202	sanger	PCRfree	Lahu	22	100	EAST_ASIA	M	33.05	0.00822	21	429.5	0.054284	NA
HGDP01319	HGDP01319.15319828	ERS474203	sanger	PCRfree	Lahu	22	100	EAST_ASIA	M	35.86	0.01194	20	433.6	0.059327	NA
HGDP01320	HGDP01320.LP6005443-DNA_E01	ERS1255097	sgdp	PCRfree	Lahu	22	100	EAST_ASIA	M	58.02	0.00013	38	308.9	0.032253	NA
HGDP01321	HGDP01321.15319840	ERS474205	sanger	PCRfree	Lahu	22	100	EAST_ASIA	M	34.78	0.00786	21	440.5	0.05051	NA
HGDP01322	HGDP01322.15319852	ERS474206	sanger	PCRfree	Lahu	22	100	EAST_ASIA	M	36.28	0.00863	21	434.2	0.045819	NA
HGDP01323	HGDP01323.LP6005441-DNA_B07	ERS1042159	sgdp	PCRfree	Lahu	22	100	EAST_ASIA	F	38.09	0.00016	37	299.7	0.037028	NA
HGDP01326	HGDP01326.15319864	ERS474208	sanger	PCRfree	Lahu	22	100	EAST_ASIA	M	34.31	0.01405	20	426.3	0.081607	NA
HGDP01327	HGDP01327.15319841	ERS474218	sanger	PCRfree	She	27	119	EAST_ASIA	M	33.86	0.00943	20	439.5	0.052068	NA
HGDP01328	HGDP01328.15319853	ERS474219	sanger	PCRfree	She	27	119	EAST_ASIA	M	36	0.01398	20	448.3	0.07332	NA
HGDP01329	HGDP01329.15319865	ERS474220	sanger	PCRfree	She	27	119	EAST_ASIA	M	49.63	0.01517	20	418.4	0.048863	NA
HGDP01330	HGDP01330.15319782	ERS474221	sanger	PCRfree	She	27	119	EAST_ASIA	M	30.1	0.00642	22	427.8	0.064983	NA
HGDP01331	HGDP01331.15319794	ERS474222	sanger	PCRfree	She	27	119	EAST_ASIA	M	31.7	0.00738	21	427.8	0.058895	NA
HGDP01332	HGDP01332.15319806	ERS474223	sanger	PCRfree	She	27	119	EAST_ASIA	M	32.36	0.00927	20	442.8	0.06405	NA
HGDP01333	HGDP01333.LP6005443-DNA_F01	ERS1255106	sgdp	PCRfree	She	27	119	EAST_ASIA	M	48.08	0.00012	39	313.9	0.034249	NA
HGDP01334	HGDP01334.15319818	ERS474225	sanger	PCRfree	She	27	119	EAST_ASIA	F	35.87	0.00679	22	425.7	0.038493	NA
HGDP01335	HGDP01335.LP6005443-DNA_G01	ERS1255114	sgdp	PCRfree	She	27	119	EAST_ASIA	F	48.15	0.00027	35	304.1	0.04068	NA
